alpha,a,b,c,phi1,PHI,phi2,volume,phaseID
61.16232,4.4485207,6.5689583,4.4485207,206.3847979025885,103.88387654653573,6.23991603055783,544.5232,1
178.81946,3.8387365,1.1613439,3.8387365,298.0565044539616,45.26614531326431,103.85167807544941,71.68464,1
174.9365,12.737458,3.0898676,12.737458,79.8239823937872,65.07472682717012,201.99511331854129,2099.878,1
176.58888,2.4907248,0.92717415,2.4907248,139.7492734909541,60.55188400738868,95.5666282906131,24.093584,1
18.875057,6.648122,2.7547057,6.648122,266.1483068375935,43.07487015547977,146.4528268058334,509.9901,1
0.9399879,9.039615,0.9386319,9.039615,179.05950308881376,53.182575152836,247.27521244078736,321.28006,1
149.02168,3.196017,1.6283152,3.196017,343.12462352859393,161.29779798171998,1.738718693455597,69.669914,1
97.60864,1.7807205,5.248871,1.7807205,300.13384855923925,26.677118170916827,72.16417993164497,69.71817,1
173.46768,2.5773358,0.96511143,2.5773358,76.39513961136677,22.561535087711732,178.43984175276861,26.853947,1
177.11525,7.7082872,2.6777635,7.7082872,46.949218889575384,51.89247697885967,182.80207816539314,666.46387,1
3.8931632,7.6223454,5.0068526,7.6223454,223.90756425987897,87.37517967833486,143.38960168552063,1218.5144,1
179.39687,6.939086,1.6234626,6.939086,200.45354473899934,65.34269110147603,224.42403460121517,327.44278,1
83.7743,0.50364614,1.1349984,0.50364614,170.80103449366865,63.11293417592433,247.8726402629361,1.2059655,1
29.833176,2.7059135,0.9140995,2.7059135,86.78314900792661,76.96848048009262,227.64540245625088,28.035604,1
158.9017,7.5529504,2.046615,7.5529504,231.42176970790905,61.825991703150095,208.2360774241368,489.0554,1
147.01352,6.2463903,2.15887,6.2463903,229.63485952240669,115.24136395632101,262.4410517037559,352.83636,1
128.33269,0.86453253,1.1574882,0.86453253,19.93634741780028,95.97733143320497,338.1519894737016,3.6238306,1
132.07999,1.4806218,2.1896024,1.4806218,234.8678172950311,56.72956921408864,117.80546064674789,20.106764,1
25.719118,3.477616,1.3799902,3.477616,51.400341084319265,126.6242498540359,268.94948354819405,69.908165,1
3.8090491,8.566629,5.416128,8.566629,306.11357058384374,129.99542375874353,170.26445868280916,1664.936,1
174.22772,1.8316236,1.2732263,1.8316236,85.20862333320134,88.84053163260678,49.84477996013427,17.89232,1
12.247888,2.3701422,0.666958,2.3701422,184.1913496101875,146.52453587009902,337.7403665908609,15.694082,1
85.631096,0.4926691,1.5188552,0.4926691,253.59898686100848,56.55654220537841,281.9943623703352,1.544243,1
80.90438,0.7660877,1.3502742,0.7660877,113.78984079657623,107.83658698330744,310.6639025026641,3.319461,1
123.31696,2.8909583,4.9713655,2.8909583,275.14113919835256,101.5123650540614,199.65538602627922,174.03955,1
177.44907,6.302671,1.6057276,6.302671,311.31262225992293,100.6791004870709,246.1470545788796,267.1836,1
153.09323,1.4705396,0.4246456,1.4705396,156.6487952056462,160.47517932799133,292.52020080390537,3.8465261,1
110.88893,0.72108775,1.0869853,0.72108775,252.17690393422467,164.97590184589916,136.3908953896773,2.3674922,1
177.64244,4.2647057,0.8952565,4.2647057,103.0418545522495,62.460908704576774,54.49863411918774,68.2047,1
34.862957,1.5549859,0.35214546,1.5549859,57.13794962994353,53.86874436551689,86.47835109907273,3.5666754,1
175.24405,0.73076034,0.51287895,0.73076034,270.8472620016888,42.44763711293984,54.740846066350805,1.1472378,1
166.13623,3.271153,0.98965585,3.271153,88.47129434809005,131.4493310632497,14.536208372636342,44.358265,1
5.9087577,2.430199,1.187831,2.430199,141.99879343889776,77.16553113596207,127.88646513259697,29.385084,1
163.85214,1.6812222,0.4827756,1.6812222,101.00803698779299,67.93612450931481,106.52921707286053,5.7158937,1
22.755932,1.7307968,0.98956186,1.7307968,95.63648286289678,164.72755996154976,129.62553012707352,12.417202,1
93.70541,1.0086743,1.9196769,1.0086743,225.48083756830573,124.4443650264537,58.3065697501635,8.18123,1
143.57831,2.1435065,2.0194142,2.1435065,74.12900749477511,31.197220273078244,89.45971511093992,38.865448,1
10.504333,7.2234774,3.071067,7.2234774,34.699058322136345,19.76423993199971,295.3011693484793,671.22876,1
175.64108,5.335219,1.2259836,5.335219,199.10389319104758,62.12701524556767,108.2242659135076,146.17657,1
171.12584,9.822446,3.02652,9.822446,183.79564174495198,94.1061966680348,47.53994800440714,1223.1267,1
11.750252,11.279531,4.802528,11.279531,190.5469360017171,38.561301397800825,336.5217988218444,2559.4143,1
144.86272,1.0349596,0.59225595,1.0349596,55.62747086339243,95.81803878721898,337.18439516089626,2.6573257,1
163.05586,3.7150083,2.0827837,3.7150083,79.86703616212156,110.70958624398078,341.02835310914435,120.40717,1
142.55205,1.3209928,0.8453144,1.3209928,130.64474030777234,42.25116058638664,359.50962857573444,6.178852,1
27.696117,7.0746055,2.6987898,7.0746055,183.0203897535044,53.83057763869134,261.2791930671884,565.79895,1
162.47086,4.635014,3.5813062,4.635014,202.07275206802586,55.959078849998875,12.305912060508831,322.27914,1
161.47412,5.626334,2.4629505,5.626334,240.77286063470675,163.42611260532027,359.2715332998958,326.58432,1
141.89388,0.98323435,0.51991016,0.98323435,247.66728076452347,125.72137914951347,262.54145087449643,2.1053824,1
95.98117,2.2301078,2.9712756,2.2301078,312.2797452330215,168.06452670845005,188.80975377888208,61.898945,1
15.77069,1.4544895,0.8253477,1.4544895,218.22425296323874,113.25784158611478,357.53528221046474,7.3138614,1
168.69939,2.6732528,1.259405,2.6732528,357.3267108156588,106.84372193649322,165.6450801529382,37.69937,1
12.885719,5.8488894,1.7198033,5.8488894,202.6264239948608,88.71907668083712,255.82400507065117,246.44171,1
73.08352,2.4461155,4.317721,2.4461155,338.1107699104291,120.0471563886803,342.41077843682115,108.21739,1
166.59253,2.614572,1.9796162,2.614572,279.5373667366858,52.55819928340851,106.54815010379266,56.68535,1
28.578701,1.3105285,0.718932,1.3105285,61.620585453188504,117.46224609401193,196.71415615631778,5.172129,1
171.68385,4.5018096,1.7210361,4.5018096,70.45511208951989,96.61599259379004,52.98455645821541,146.10088,1
48.84031,1.3929319,2.016369,1.3929319,170.91913664872226,103.54957101626704,106.69423012574636,16.387716,1
105.70057,3.687045,5.1286154,3.687045,252.57236110016123,56.92892596269491,214.3948587659299,292.04224,1
178.0668,3.6176991,1.4005305,3.6176991,340.86215314414954,141.30806889598642,253.8056114368297,76.77964,1
178.21478,6.4065824,1.5229541,6.4065824,345.88264101664566,64.72527362462033,82.56779136872098,261.83536,1
2.5207217,5.4830627,2.912363,5.4830627,95.327817567086,55.77022071079857,247.3947261550496,366.7588,1
6.6178617,6.226719,1.922136,6.226719,355.58016409042983,67.55012619361749,101.06478770984765,312.17004,1
3.656055,5.1813865,2.5342348,5.1813865,109.56874572411546,41.68611743767458,73.36211222975615,284.98856,1
7.4534073,2.3483605,0.9130841,2.3483605,134.21949969755642,101.87798556629912,130.03904438552553,21.092543,1
31.739998,1.7639427,0.4819488,1.7639427,357.36671563920487,127.18530473744393,124.69666542549518,6.2814293,1
1.5732437,1.3046505,0.9911358,1.3046505,173.91893555328124,134.57725485690634,179.10561610319252,7.0665946,1
45.601597,0.671024,1.8087949,0.671024,232.31687118114718,55.52819245970966,68.2904628073099,3.4115682,1
4.3340797,7.41631,2.5088916,7.41631,183.92090499263114,87.27565731813651,67.61473213661075,578.0245,1
174.8403,6.7236557,2.5091414,6.7236557,310.65247467647464,107.92979006789217,243.230448400735,475.1434,1
145.04468,9.418527,3.4009802,9.418527,101.92381485847368,145.83027257602257,142.5810966361823,1263.7428,1
6.52804,1.1717188,0.4906871,1.1717188,323.8703927363529,82.15996111087107,333.61007708501387,2.82189,1
69.29711,0.6293269,1.1391948,0.6293269,140.78883706143762,42.029296751108305,15.479236722991736,1.8899016,1
110.64254,1.1323102,1.670242,1.1323102,326.05565423903477,57.8586838405626,190.21854298043087,8.970132,1
174.24254,2.3387208,1.1482848,2.3387208,23.23025583785673,24.227011927433235,138.72655197828337,26.308434,1
94.94619,1.9051912,2.5699186,1.9051912,299.1439258739692,83.44622907618643,6.078392850707881,39.073753,1
52.017586,0.47278577,2.203431,0.47278577,309.46567350007587,57.25328855383087,313.70775375969623,2.0630836,1
177.32875,7.2459283,1.9107782,7.2459283,147.37204728719124,155.45205073062354,192.92655254713577,420.22992,1
0.21683006,0.6372081,0.5998387,0.6372081,305.5434390498413,140.03270736726608,116.36309322855988,1.0202007,1
49.51219,2.301024,3.6092868,2.301024,61.77661289951517,74.63245341902113,47.33524848515389,80.04833,1
14.0438385,3.5519059,1.3266987,3.5519059,193.39803039715585,104.97367738780211,43.51346967588379,70.11063,1
179.64224,7.078087,2.8558106,7.078087,286.7617344852149,105.05346535631764,242.75039916838293,599.3077,1
20.53858,1.9609771,0.840988,1.9609771,181.10863386274013,122.93726377646304,59.33442349117901,13.546386,1
1.6801069,8.035429,2.4102974,8.035429,249.05847660620458,147.56874988315593,109.96785426560432,651.8946,1
53.120476,0.40574542,0.85002065,0.40574542,49.59826742054099,16.872909176097718,293.4873978577299,0.5861724,1
107.06648,2.5339475,9.819577,2.5339475,344.7429126791634,122.11057012804591,30.814040266021376,264.105,1
159.94354,8.922366,2.357743,8.922366,171.98255758424537,139.6454304110466,93.71000539919329,786.222,1
46.159595,0.6707379,2.8340924,0.6707379,116.66291290181235,78.03803340042023,49.75911671766654,5.340825,1
4.1058116,1.5000186,0.5513578,1.5000186,282.23353726497845,39.94554253034017,41.86286407404362,5.1965537,1
33.205692,4.1722136,1.6586541,4.1722136,92.59919815614205,95.17282209983917,89.24786371907136,120.9421,1
173.7705,2.3164873,0.58387595,2.3164873,74.55382140268892,29.997945157892133,328.4998601008319,13.124085,1
9.24967,2.8220847,1.2173933,2.8220847,327.3555005795067,23.537043110372796,218.60178427347404,40.612488,1
33.83137,1.2043461,0.76931417,1.2043461,116.37276397882033,115.93530973360643,13.31168445359082,4.674067,1
25.130373,10.261094,3.7800448,10.261094,59.93493364702759,140.0256923163948,245.8073576082001,1667.1432,1
0.42251554,10.785682,1.1338595,10.785682,31.24982959087341,71.95853829764107,197.0844646432324,552.51373,1
155.76897,6.909679,3.037198,6.909679,66.36102220749413,95.82976734494727,260.62904105865846,607.40375,1
75.62209,1.0184826,1.9399694,1.0184826,239.98618766210018,132.66832738352676,170.52779575347571,8.429284,1
4.5966673,3.9963105,1.9663974,3.9963105,359.8068832522496,56.93391428687349,212.80814997047165,131.54622,1
152.04018,9.4005,5.054162,9.4005,149.6618055494217,114.83532413445107,142.70734343255202,1870.8531,1
12.73714,0.87949324,0.50067174,0.87949324,345.8470756859983,40.14800664687608,328.7572478025863,1.6222086,1
40.04336,1.6150203,0.47429767,1.6150203,113.66595161110659,23.318394926933685,233.4761131209475,5.181978,1
2.2594268,0.92059314,0.40439284,0.92059314,120.2470424273585,92.46035427076531,220.32036117323835,1.4355805,1
169.95735,1.444785,0.75837404,1.444785,28.859156741043073,79.4187158753718,250.98977428876154,6.6309924,1
156.92618,1.9426574,0.9320507,1.9426574,118.22679557631429,59.687258378109455,295.77523837973115,14.733997,1
38.808296,1.7573457,0.71370935,1.7573457,282.29193865851886,17.376179434165763,253.98885642058346,9.232609,1
41.607147,2.1214952,1.3927398,2.1214952,188.66071651211197,83.14362007612867,156.58713722199636,26.256857,1
2.5589676,5.004439,2.3755484,5.004439,345.6867830517121,136.6978381376907,291.13581262847066,249.20874,1
156.25404,5.360607,1.5753393,5.360607,297.8249959553085,63.94489802904323,260.59163102720987,189.62286,1
17.074574,5.3747807,3.4127238,5.3747807,165.28768709134488,137.45489207403034,232.30344545249682,412.9631,1
71.74832,2.8562398,5.4015656,2.8562398,175.40655426781774,116.81258575862164,331.25747446256736,184.5855,1
39.086746,2.3397193,1.17828,2.3397193,322.54470712044656,89.20748670896401,95.88452126059768,27.018711,1
0.9967237,1.3319476,0.79054326,1.3319476,107.15999371572221,107.57620557955663,180.58805733453715,5.8747377,1
176.18832,2.1010728,1.5706205,2.1010728,110.5705165873976,93.28628143293201,96.85544784244014,29.04304,1
12.486948,2.530768,1.1008755,2.530768,109.6577126396436,147.0574599671018,103.95965796922343,29.534624,1
8.804092,1.419932,0.5064438,1.419932,242.9799242928973,38.84942665516067,9.644385554869286,4.277155,1
9.141793,1.752016,0.66041994,1.752016,260.87914972474516,127.63352833462561,22.64359006634649,8.49151,1
160.1454,15.832658,7.3659706,15.832658,257.94598996297503,105.23931541935376,291.3859169034271,7734.3936,1
90.66642,1.0494456,2.746249,1.0494456,280.1631819375971,132.7945860090993,354.5650435331232,12.669177,1
155.15582,2.82009,1.0627947,2.82009,216.91353138136535,63.7351740750891,16.057785969355585,35.40495,1
101.34736,1.2277645,1.9856489,1.2277645,309.6593157195502,63.92972964416573,234.19389457679904,12.537796,1
5.418095,2.100811,0.8504348,2.100811,250.6585414981285,35.84236362250662,143.37835972021207,15.7218485,1
163.33923,4.8721952,1.6498797,4.8721952,289.80139745046324,37.12683053486838,221.40270329569233,164.0553,1
118.655876,0.5992618,1.4876374,0.5992618,350.185153774939,82.99662846751053,259.57246759051816,2.237788,1
27.012976,1.8010341,0.866407,1.8010341,15.27418330032106,86.63967757088399,78.0492142611937,11.772113,1
153.77454,1.1500165,0.8948591,1.1500165,54.21575814304436,95.44798018362752,188.13554169821387,4.957371,1
44.082535,4.80859,2.4322453,4.80859,119.27449110192613,134.04799798343842,112.7754375648398,235.57625,1
1.600976,1.8138633,1.0467399,1.8138633,264.8729345646299,82.27574922833071,197.088833672052,14.425687,1
175.19482,5.861143,1.4623172,5.861143,199.09019177470307,118.94317205761689,61.047833643006186,210.42381,1
116.288605,5.309432,10.895711,5.309432,177.40660570271282,116.67820690370428,91.2170578040575,1286.5905,1
178.92561,4.333969,1.3761257,4.333969,74.33339418783994,146.64327566940378,308.54323204381143,108.27254,1
176.60905,1.3585327,0.34053,1.3585327,327.27208630784685,140.1272964465961,132.1268165297206,2.6325958,1
115.74911,3.2333152,5.3805304,3.2333152,326.36583265729433,82.68916892199127,0.4870474368092707,235.61871,1
12.297838,8.65035,1.8088195,8.65035,348.98889372499565,150.89443328057442,224.9714113510169,566.9584,1
138.51959,1.041496,0.5079688,1.041496,349.18392434871436,124.12760117002911,337.78733102050273,2.308027,1
178.1639,3.0776124,0.8884905,3.0776124,176.74211488969877,158.46489703793927,106.86827992761206,35.25082,1
135.23518,1.357246,0.35000956,1.357246,266.41521483133175,68.06789032853271,310.76123282478386,2.7007582,1
41.46899,1.429691,0.340602,1.429691,201.5057101189258,123.33003583587835,102.52208172526443,2.916219,1
2.4762964,9.009525,2.9069777,9.009525,284.9585012862346,94.51639142279946,89.15813118427974,988.4032,1
52.697025,0.9466938,1.3835809,0.9466938,163.17744472424152,32.375862122646595,240.27298304372033,5.1941233,1
9.62199,1.5213901,0.4961281,1.5213901,103.58945232102285,81.66416433160099,8.501014453863286,4.8102055,1
17.295439,9.188315,2.5608573,9.188315,37.022918604637525,79.61270194350817,74.53363077418928,905.61957,1
100.55681,4.0281663,7.883483,4.0281663,288.25464087050267,54.61986160938078,108.4910563504768,535.82324,1
63.343075,1.8096421,2.443314,1.8096421,103.54816307976421,109.19305137133274,154.27434757390444,33.516083,1
0.9178074,6.656428,0.7400106,6.656428,14.232142429762025,39.189039859651096,70.64649230138407,137.3438,1
123.8012,1.1339241,1.4345523,1.1339241,194.0360088188582,75.48818706254296,48.29146952542992,7.726326,1
38.87915,1.3312649,0.48578396,1.3312649,135.2892216777453,115.96591101461037,104.173416772126,3.6062906,1
52.735638,2.9458811,5.0121875,2.9458811,224.9300791846165,127.11666564310502,102.53408375914756,182.19916,1
176.49744,1.8405029,1.200409,1.8405029,271.5608121686429,167.50571046188654,174.03969629696562,17.032991,1
16.962753,9.310796,3.2525203,9.310796,133.5853253116157,147.36540547088097,50.871060859470155,1181.088,1
175.06921,9.036739,1.5014089,9.036739,350.01687502747694,42.862936851414375,241.25656878187803,513.58356,1
86.11649,0.34027496,2.2727995,0.34027496,28.045383946296223,105.37069494181611,167.14751768006732,1.1023251,1
4.6611004,1.8558943,0.7000436,1.8558943,93.56912171129588,97.32470973789599,173.76348504533036,10.099973,1
31.295326,1.3076503,1.1270244,1.3076503,295.4714961165139,65.20840308721795,196.29593310058874,8.072447,1
177.46893,3.6273952,1.6787659,3.6273952,139.83126419709424,26.534013422465158,131.14749123881168,92.52701,1
5.900079,5.72106,2.2361887,5.72106,181.66110135418728,111.59904869896457,210.14004611221884,306.58438,1
92.349014,1.1880596,1.4517003,1.1880596,120.65822474053137,59.328865248978644,43.53351072036414,8.583057,1
164.76144,10.623777,2.1412446,10.623777,59.41095083963732,118.75547579224197,136.61904419393898,1012.3084,1
6.270114,1.8118917,1.1366718,1.8118917,5.423867184193528,73.6824355881983,306.21305056779784,15.631051,1
16.48484,4.161859,1.8650228,4.161859,344.023433141727,49.84299430018809,224.66611045332195,135.31549,1
13.253958,3.712071,1.6465871,3.712071,299.8677893149611,161.09265533071917,277.0915230577488,95.03988,1
80.81389,0.5432982,0.72254384,0.5432982,287.41865371081195,155.63337840658374,174.47259859423843,0.8933658,1
168.20056,1.29179,0.70792186,1.29179,171.96129889143393,103.58024545007929,234.88491832557744,4.94832,1
177.80424,4.6177564,1.6292894,4.6177564,237.71525904575438,129.62880514528453,85.8437856816693,145.52878,1
8.702357,1.940806,0.46676144,1.940806,171.63770175375817,122.98770755379365,224.57478814176164,7.3645773,1
149.71423,3.936933,1.8966243,3.936933,202.50481985659525,50.93371364459245,39.69182028811846,123.13628,1
56.41625,0.7806194,1.2329541,0.7806194,46.76144203176844,79.03265155112636,132.33560430958585,3.1471264,1
9.702977,6.846623,2.621297,6.846623,91.65254331271112,33.98318816599767,105.28309382856068,514.70416,1
3.418893,2.7927003,0.9326916,2.7927003,286.1649539791918,61.28819670417522,96.30726455608686,30.470203,1
179.52913,3.2653558,1.7604958,3.2653558,236.15249923772214,97.32197465344763,359.73286405818004,78.62934,1
50.59286,2.1716385,3.6777706,2.1716385,64.64102127461213,66.23629356688475,190.5768280752792,72.65213,1
14.530184,0.8153728,0.41474065,0.8153728,254.60191605821356,51.22126228238155,77.84408047788807,1.1549886,1
172.25471,6.17582,1.8869885,6.17582,130.07373088217525,125.5091780576892,119.78835483000992,301.4721,1
91.01777,0.32800618,2.084027,0.32800618,67.89753983451446,27.910967292117263,179.37226831821062,0.9391955,1
150.17877,3.3174825,1.3478006,3.3174825,322.6886924102056,57.24971898627042,38.483067220448035,62.13432,1
20.720245,1.2540654,0.47009838,1.2540654,351.7582139725234,68.67473594641888,169.82127054346267,3.0968328,1
16.055544,2.3115656,1.0754026,2.3115656,344.6521395112129,131.11666575250325,157.742067282669,24.069782,1
176.56325,4.0991087,1.701478,4.0991087,216.98464877709355,119.3253558371688,11.457321963478636,119.75504,1
0.20414403,2.6025307,2.0604365,2.6025307,251.43817676499887,34.29768961535467,134.84023362595474,58.457413,1
152.1389,1.2547072,0.3827072,1.2547072,74.86340727865486,90.9544275044776,149.2192387455883,2.5237136,1
5.1591015,10.835886,6.816719,10.835886,252.52329684994157,35.68493485619275,296.22483362899425,3352.6858,1
175.33632,3.9561205,1.5756899,3.9561205,232.73558628318202,41.871644915899545,239.84673102852003,103.299545,1
21.909407,0.76733613,0.4904302,0.76733613,79.5094622995238,102.27720506332179,307.8623489542241,1.2095871,1
26.86366,3.5990953,1.7798305,3.5990953,212.8411212427044,77.36383864753941,122.47080194567272,96.57261,1
148.45724,1.2598674,0.6417478,1.2598674,118.86821783390562,166.39811990644944,279.873079526286,4.2668037,1
45.176437,0.65902734,2.7615595,0.65902734,36.16789506579495,99.49135369978707,95.13111800253034,5.024003,1
9.005358,1.4656793,0.52779984,1.4656793,100.31533228718263,43.82828987123348,349.9981275705439,4.7493677,1
15.608191,2.3629355,1.528806,2.3629355,324.5973113373599,81.69456113145897,144.7416811322809,35.755653,1
17.681261,2.215115,0.51127934,2.215115,262.8134695505156,88.44550508968636,249.1367818926064,10.508469,1
20.06203,4.0641603,1.7959461,4.0641603,290.23736463600227,75.33491097078642,182.18569334222292,124.25778,1
11.471448,5.130731,1.1520106,5.130731,191.45896526256934,138.77264172301977,120.08515293671442,127.029205,1
177.79059,2.1833103,1.7499226,2.1833103,24.276996962393586,67.02233403399055,343.7692407548376,34.941242,1
170.98787,2.5203466,1.0826677,2.5203466,269.99366681185734,88.76357493161825,54.87151399953937,28.807419,1
40.213863,1.0604783,0.48984107,1.0604783,279.67203890911077,86.33608274509493,252.622794436424,2.3075304,1
145.36922,1.20622,0.7749738,1.20622,298.71995289900883,105.98140011715442,92.00444613286624,4.7231174,1
174.0991,2.420533,1.4337349,2.420533,50.72077434048227,62.1691333802214,14.223597388495845,35.186775,1
73.1836,0.60007495,2.5318286,0.60007495,57.28133967282894,5.421579980656647,71.83740586526758,3.8188617,1
164.98712,2.9729233,1.2032454,2.9729233,182.4269811014118,108.807271107275,178.44062577950595,44.546154,1
10.195925,4.061425,0.8378706,4.061425,163.54194798719757,124.60584284474596,232.61658109658646,57.892525,1
157.61606,4.6271887,1.7738215,4.6271887,257.5652882300995,81.21355581596212,208.55095257024112,159.08635,1
83.257935,0.65778875,1.3208165,0.65778875,7.605094731094429,43.75711528203378,132.96433052983159,2.393889,1
95.992424,0.65294677,1.2918519,0.65294677,160.43499258985804,87.19459406673177,227.13993108050954,2.3070495,1
45.060143,0.61672765,2.4628325,0.61672765,187.54720553474826,139.12117647766843,44.24261665847336,3.9238312,1
76.799446,1.2232782,1.6910726,1.2232782,217.67917084723078,72.74650426077294,324.4143518750939,10.59989,1
161.98007,2.8500457,2.0782511,2.8500457,205.62745462050967,146.8387646389426,61.772312050230504,70.71154,1
16.49147,7.1567354,2.577084,7.1567354,159.67387011239455,65.00139305671446,49.646245041964605,552.9007,1
23.5906,1.1209003,0.4192485,1.1209003,104.45692225425094,55.65408851278938,270.2248632292475,2.20645,1
38.514008,1.8540473,1.0343641,1.8540473,328.32550399168383,115.40186966636911,187.8397120697981,14.893737,1
23.849737,0.965527,0.8143809,0.965527,258.31284736570234,105.40165968154707,353.5873341712099,3.1801312,1
167.6043,4.0043483,0.48239622,4.0043483,228.0033689140454,84.12204724824585,59.7563609462295,32.400833,1
37.12222,1.3556046,0.5439001,1.3556046,154.57792058449743,49.112431148924934,326.19058248922073,4.1867194,1
